sample_index,run_number,timestamp_local_iso8601,sim_time_s,state_vehicle_speed_kmh,state_beta_3dof_deg,state_yaw_rate_3dof_degps,state_y_3dof_m,state_steer_delta_deg,state_x_m,state_y_m,state_xt_m,state_yt_m,state_beta_trucksim_deg,state_yaw_rate_trucksim_degps,case_id,case_name
1129,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.073,39.6597484522227,0.307889908416337,-2.38836524829683,-0.367562799622783,0.183206409000294,11.3735653076961,-0.680977429689834,12.4269045704241,0,0.0525223517613223,0.0146361367559367,MV-002,sine_steer_40kmh
1130,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.074,39.6596105732915,0.307864812445797,-2.38022289016243,-0.368267649747448,0.185708897167801,11.3845239087197,-0.682024198280756,12.4378631887598,0,0.0523093303826616,0.0273116943298601,MV-002,sine_steer_40kmh
1131,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.075,39.6594728811719,0.307838529231589,-2.37207311981592,-0.368972958306462,0.188211092092908,11.3954824256469,-0.683070969208676,12.4488217427435,0,0.0520964628178889,0.0399871866369088,MV-002,sine_steer_40kmh
1132,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.076,39.6593353755747,0.307811060432518,-2.3639159614461,-0.369678723964762,0.190712989824543,11.4064408587246,-0.684117740012666,12.4597802327266,0,0.0518837512774045,0.0526626339116823,MV-002,sine_steer_40kmh
1133,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.077,39.6591980562111,0.307782407705961,-2.35575143921963,-0.370384945385571,0.193214586412098,11.4173992082006,-0.685164508231582,12.4707386590664,0,0.0516711976821592,0.0653380550829908,MV-002,sine_steer_40kmh
1134,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.078,39.6590609227925,0.3077525727082,-2.34757957728064,-0.371091621230406,0.195715877905444,11.4283574743233,-0.686211271404134,12.4816970221248,0,0.0514588036576696,0.0780134676221688,MV-002,sine_steer_40kmh
1135,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.079,39.6589239750305,0.307721557094245,-2.33940039975101,-0.371798750159079,0.198216860354935,11.4393156573413,-0.687258027068943,12.4926553222687,0,0.0512465705284932,0.0906888873963208,MV-002,sine_steer_40kmh
1136,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.08,39.6587872126368,0.307689362517765,-2.33121393073049,-0.372506330829706,0.200717529811411,11.450273757504,-0.688304772764611,12.5036135598694,0,0.0510344993131996,0.103364328527419,MV-002,sine_steer_40kmh
1137,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.081,39.6586506353235,0.307655990631311,-2.32302019429653,-0.37321436189871,0.203217882326205,11.461231775061,-0.689351506029786,12.5145717353019,0,0.0508225907198825,0.116039803257329,MV-002,sine_steer_40kmh
1138,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.082,39.6585142428027,0.307621443086165,-2.31481921450448,-0.373922842020826,0.205717913951153,11.4721897102622,-0.690398224403226,12.5255298489452,0,0.0506108451421959,0.128715321819735,MV-002,sine_steer_40kmh
1139,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.083,39.6583780347868,0.307585721532314,-2.30661101538767,-0.374631769849105,0.208217620738596,11.4831475633578,-0.691444925423874,12.5364879011811,0,0.0503992626560144,0.141390892318801,MV-002,sine_steer_40kmh
1140,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.084,39.6582420109887,0.307548827618606,-2.2983956209573,-0.37534114403492,0.21071699874139,11.4941053345982,-0.692491606630921,12.5474458923947,0,0.050187843016659,0.15406652061574,MV-002,sine_steer_40kmh
1141,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.085,39.6581061711209,0.307510762992489,-2.29017305520277,-0.376050963227971,0.213216044012907,11.5050630242341,-0.693538265563879,12.5584038229731,0,0.0499765856567635,0.166742210223066,MV-002,sine_steer_40kmh
1142,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.086,39.6579705148968,0.307471529300334,-2.28194334209137,-0.376761226076288,0.215714752607048,11.516020632516,-0.694584899762648,12.5693616933057,0,0.0497654896848214,0.179417962207249,MV-002,sine_steer_40kmh
1143,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.087,39.6578350420294,0.307431128187181,-2.27370650556863,-0.377471931226236,0.218213120578243,11.5269781596946,-0.695631506767592,12.5803195037834,0,0.0495545538843568,0.192093775100002,MV-002,sine_steer_40kmh
1144,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.088,39.6576997522324,0.307389561296924,-2.26546256955817,-0.378183077322524,0.22071114398146,11.5379356060204,-0.696678084119606,12.5912772547986,0,0.0493437767138378,0.204769644818553,MV-002,sine_steer_40kmh
1145,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.089,39.6575646452193,0.307346830272094,-2.25721155796195,-0.378894663008204,0.223208818872213,11.5488929717439,-0.69772462936019,12.6022349467443,0,0.0491331563072678,0.217445564595123,MV-002,sine_steer_40kmh
1146,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.09,39.6574297207042,0.307302936754099,-2.2489534946601,-0.379606686924678,0.225706141306564,11.5598502571155,-0.698771140031517,12.6131925800139,0,0.0489226904755206,0.230121524915985,MV-002,sine_steer_40kmh
1147,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.091,39.6572949784011,0.307257882382994,-2.24068840351124,-0.380319147711705,0.228203107341132,11.5708074623851,-0.699817613676507,12.6241501550009,0,0.0487123767084193,0.242797513470043,MV-002,sine_steer_40kmh
1148,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.092,39.6571604180245,0.307211668797735,-2.23241630835216,-0.381032044007402,0.230699713033102,11.5817645878025,-0.700864047838898,12.6351076720986,0,0.0485022121775556,0.255473515107616,MV-002,sine_steer_40kmh
1149,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.093,39.6570260392888,0.307164297635933,-2.22413723299827,-0.381745374448252,0.233195954440223,11.5927216336171,-0.701910440063316,12.6460651316992,0,0.0482921937398961,0.26814951180873,MV-002,sine_steer_40kmh
1150,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.094,39.6568918419089,0.307115770534085,-2.21585120124328,-0.382459137669106,0.235691827620823,11.6036786000779,-0.702956787895343,12.6570225341941,0,0.0480823179421321,0.28082548266206,MV-002,sine_steer_40kmh
1151,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.095,39.6567578255997,0.307066089127263,-2.20755823685966,-0.383173332303189,0.238187328633809,11.6146354874332,-0.704003088881592,12.6679798799728,0,0.0478725810258345,0.293501403853732,MV-002,sine_steer_40kmh
1152,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.096,39.6566239900765,0.307015255049503,-2.19925836359822,-0.383887956982107,0.240682453538677,11.6255922959312,-0.705049340569767,12.6789371694231,0,0.047662978933378,0.306177248666342,MV-002,sine_steer_40kmh
1153,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.097,39.6564903350546,0.306963269933543,-2.19095160518851,-0.384603010335848,0.243177198395517,11.636549025819,-0.706095540508737,12.6898944029304,0,0.0474535073146182,0.318852987488352,MV-002,sine_steer_40kmh
1154,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.098,39.6563568602497,0.306910135410809,-2.18263798533879,-0.385318490992789,0.245671559265018,11.6475056773435,-0.707141686248601,12.7008515808775,0,0.0472441615344131,0.331528587833404,MV-002,sine_steer_40kmh
1155,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.099,39.6562235653777,0.306855853111631,-2.17431752773597,-0.386034397579698,0.248165532208477,11.6584622507505,-0.708187775340749,12.7118087036441,0,0.0470349366808381,0.344204014369939,MV-002,sine_steer_40kmh
1156,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.1,39.6560904501546,0.306800424664988,-2.16599025604583,-0.386750728721744,0.250659113287802,11.6694187462854,-0.709233805337931,12.7227657716067,0,0.0468258275742422,0.356879228960425,MV-002,sine_steer_40kmh
1157,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.101,39.6559575142968,0.306743851698773,-2.15765619391279,-0.387467483042496,0.25315229856552,11.6803751641925,-0.710279773794311,12.7337227851378,0,0.0466168287769823,0.369554190710978,MV-002,sine_steer_40kmh
1158,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.102,39.6558247575206,0.306686135839558,-2.14931536496029,-0.388184659163932,0.255645084104785,11.6913315047154,-0.711325678265533,12.744679744606,0,0.0464079346039763,0.382228856029746,MV-002,sine_steer_40kmh
1159,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.103,39.6556921795429,0.306627278712658,-2.14096779279072,-0.388902255706442,0.258137465969378,11.7022877680969,-0.712371516308777,12.7556366503757,0,0.0461991391339345,0.394903178695449,MV-002,sine_steer_40kmh
1160,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.104,39.6555597800805,0.306567281942202,-2.13261350098537,-0.389620271288831,0.260629440223723,11.7132439545786,-0.71341728548281,12.7665935028064,0,0.0459904362213062,0.407577109934654,MV-002,sine_steer_40kmh
1161,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.105,39.6554275588507,0.306506147151158,-2.12425251310447,-0.390338704528327,0.263121002932881,11.7242000644013,-0.714462983348045,12.7775503022528,0,0.045781819508933,0.420250598507837,MV-002,sine_steer_40kmh
1162,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.106,39.6552955155708,0.306443875961138,-2.11588485268748,-0.391057554040585,0.265612150162571,11.7351560978047,-0.715508607466586,12.7885070490644,0,0.0455732824413421,0.43292359080416,MV-002,sine_steer_40kmh
1163,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.107,39.6551636499583,0.306380469992645,-2.10751054325283,-0.391776818439686,0.268102877979159,11.7461120550275,-0.716554155402279,12.799463743585,0,0.0453648182787055,0.445596030944444,MV-002,sine_steer_40kmh
1164,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.108,39.6550319617311,0.306315930864943,-2.09912960829811,-0.392496496338154,0.270593182449681,11.7570679363073,-0.717599624720755,12.810420386153,0,0.0451564201113726,0.458267860891494,MV-002,sine_steer_40kmh
1165,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.109,39.6549004506073,0.306250260196038,-2.09074207130019,-0.393216586346947,0.273083059641836,11.7680237418805,-0.718645012989473,12.8213769771005,0,0.0449480808750191,0.47093902056851,MV-002,sine_steer_40kmh
1166,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.11,39.6547691163049,0.306183459602778,-2.08234795571507,-0.393937087075471,0.275572505624002,11.7789794719823,-0.719690317777759,12.8323335167537,0,0.044739793366305,0.483609447983558,MV-002,sine_steer_40kmh
1167,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.111,39.6546379585426,0.306115530700747,-2.07394728497815,-0.39465799713158,0.278061516465234,11.789935126847,-0.720735536656839,12.8432900054323,0,0.0445315502590759,0.496279079361574,MV-002,sine_steer_40kmh
1168,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.112,39.654506977039,0.30604647510426,-2.0655400825042,-0.395379315121585,0.280550088235278,11.8008907067073,-0.721780667199874,12.8542464434496,0,0.0443233441210025,0.508947849281394,MV-002,sine_steer_40kmh
1169,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.113,39.654376171513,0.305976294426558,-2.05712637168723,-0.396101039650253,0.283038217004569,11.811846211795,-0.722825706981987,12.8652028311118,0,0.0441151674306705,0.521615690818963,MV-002,sine_steer_40kmh
1170,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.114,39.6542455416837,0.305904990279572,-2.04870617590076,-0.396823169320816,0.285525898844246,11.8228016423404,-0.72387065358029,12.8761591687186,0,0.0439070125950596,0.534282535695266,MV-002,sine_steer_40kmh
1171,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.115,39.6541150872704,0.305832564274038,-2.04027951849783,-0.397545702734974,0.28801312982615,11.8337569985727,-0.724915504573902,12.8871154565626,0,0.0436988719673445,0.546948314428856,MV-002,sine_steer_40kmh
1172,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.116,39.6539848079927,0.30575901801949,-2.03184642281092,-0.3982686384929,0.290499906022837,11.8447122807197,-0.725960257543971,12.8980716949293,0,0.043490737865028,0.55961295649216,MV-002,sine_steer_40kmh
1173,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.117,39.6538547035704,0.305684353124281,-2.02340691215211,-0.398991975193246,0.292986223507577,11.8556674890079,-0.727004910073685,12.9090278840967,0,0.0432826025882879,0.572276390471364,MV-002,sine_steer_40kmh
1174,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.118,39.6537247737235,0.305608571195458,-2.01496100981318,-0.399715711433144,0.29547207835437,11.8666226236628,-0.728049459748285,12.919984024336,0,0.0430744584385563,0.584938544228853,MV-002,sine_steer_40kmh
1175,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.119,39.6535950181722,0.305531673838938,-2.00650873906546,-0.400439845808214,0.297957466637941,11.8775776849081,-0.729093904155067,12.9309401159107,0,0.0428662977372382,0.597599345068078,MV-002,sine_steer_40kmh
1176,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.12,39.6534654366369,0.30545366265948,-1.99805012315992,-0.401164376912568,0.300442384433755,11.8885326729665,-0.730138240883387,12.9418961590769,0,0.0426581128445308,0.610258719900018,MV-002,sine_steer_40kmh
1177,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.121,39.6533360288382,0.305374539260559,-1.98958518532741,-0.401889303338813,0.30292682781802,11.8994875880594,-0.731182467524659,12.9528521540835,0,0.0424498961782797,0.622916595410598,MV-002,sine_steer_40kmh
1178,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.122,39.6532067944972,0.305294305244405,-1.98111394877862,-0.40261462367806,0.305410792867691,11.9104424304067,-0.732226581672349,12.9638081011716,0,0.0422416402328631,0.635572898228665,MV-002,sine_steer_40kmh
1179,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.123,39.6530777333348,0.305212962212168,-1.9726364367039,-0.403340336519921,0.307894275660479,11.9213972002271,-0.733270580921965,12.9747640005752,0,0.0420333375979732,0.648227555093854,MV-002,sine_steer_40kmh
1180,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.124,39.6529488450724,0.305130511763745,-1.96415267227356,-0.404066440452522,0.310377272274858,11.932351897738,-0.734314462871041,12.9857198525208,0,0.0418249809773333,0.660880493023678,MV-002,sine_steer_40kmh
1181,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.125,39.6528201294315,0.305046955497799,-1.95566267863788,-0.404792934062501,0.312859778790069,11.9433065231556,-0.735358225119122,12.9966756572274,0,0.041616563207211,0.673531639479262,MV-002,sine_steer_40kmh
1182,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.126,39.6526915861339,0.304962295011852,-1.94716647892702,-0.405519815935017,0.315341791286126,11.9542610766946,-0.736401865267742,13.0076314149067,0,0.0414080772747144,0.68618092252958,MV-002,sine_steer_40kmh
1183,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.127,39.6525632149016,0.304876531902198,-1.93866409625121,-0.406247084653754,0.317823305843824,11.9652155585687,-0.737445380920394,13.0185871257634,0,0.0411995163358446,0.698828271012568,MV-002,sine_steer_40kmh
1184,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.128,39.6524350154569,0.304789667763954,-1.93015555370069,-0.406974738800921,0.320304318544744,11.97616996899,-0.738488769682505,13.0295427899947,0,0.0409908737331811,0.71147361469411,MV-002,sine_steer_40kmh
1185,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.129,39.652306987522,0.304701704191017,-1.92164087434587,-0.407702776957264,0.322784825471258,11.9871243081698,-0.739532029161399,13.040498407791,0,0.040782143013212,0.724116884422607,MV-002,sine_steer_40kmh
1186,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.13,39.6521791308197,0.30461264277614,-1.9131200812372,-0.408431197702064,0.32526482270654,11.9980785763177,-0.74057515696626,13.0514539793356,0,0.0405733179432136,0.736758012280301,MV-002,sine_steer_40kmh
1187,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.131,39.6520514450729,0.304522485110826,-1.90459319740542,-0.409159999613147,0.327744306334566,12.0090327736426,-0.741618150708091,13.062409504805,0,0.0403643925276505,0.749396931729259,MV-002,sine_steer_40kmh
1188,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.132,39.6519239300047,0.304431232785435,-1.89606024586138,-0.409889181266884,0.330223272440124,12.019986900352,-0.742661007999668,13.0733649843693,0,0.0401553610240358,0.762033577753136,MV-002,sine_steer_40kmh
1189,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.133,39.6517965853383,0.304338887389175,-1.88752124959624,-0.410618741238199,0.332701717108818,12.0309409566521,-0.743703726455495,13.0843204181916,0,0.0399462179582269,0.774667886992317,MV-002,sine_steer_40kmh
1190,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.134,39.6516694107974,0.304245450509973,-1.87897623158152,-0.41134867810057,0.335179636427078,12.0418949427483,-0.744746303691745,13.0952758064291,0,0.0397369581390434,0.787299797874277,MV-002,sine_steer_40kmh
1191,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.135,39.6515424061057,0.304150923734614,-1.8704252147691,-0.41207899042604,0.337657026482161,12.0528488588448,-0.745788737326212,13.1062311492326,0,0.0395275766722361,0.799929250736415,MV-002,sine_steer_40kmh
1192,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.136,39.6514155709873,0.304055308648713,-1.86186822209117,-0.412809676785212,0.340133883362162,12.0638027051447,-0.746831024978248,13.1171864467471,0,0.0393180689737493,0.812556187942928,MV-002,sine_steer_40kmh
1193,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.137,39.6512889051663,0.303958606836768,-1.85330527646031,-0.413540735747263,0.342610203156014,12.0747564818501,-0.747873164268704,13.1281416991117,0,0.0391084307821563,0.825180553993783,MV-002,sine_steer_40kmh
1194,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.138,39.6511624083671,0.303860819881989,-1.84473640076974,-0.414272165879943,0.345085981953504,12.0857101891622,-0.748915152819864,13.13909690646,0,0.0388986581703527,0.837802295626611,MV-002,sine_steer_40kmh
1195,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.139,39.6510360803146,0.303761949366469,-1.83616161789308,-0.415003965749581,0.347561215845267,12.0966638272813,-0.749956988255379,13.1500520689203,0,0.0386887475563714,0.85042136191047,MV-002,sine_steer_40kmh
1196,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.14,39.6509099207335,0.303661996871109,-1.82758095068455,-0.41573613392109,0.350035900922803,12.1076173964066,-0.750998668200196,13.1610071866157,0,0.038478695713315,0.863037704331621,MV-002,sine_steer_40kmh
1197,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.141,39.650783929349,0.303560963975652,-1.81899442197895,-0.416468668957971,0.352510033278477,12.1185708967366,-0.752040190280489,13.1719622596645,0,0.0382684997783819,0.875651276870467,MV-002,sine_steer_40kmh
1198,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.142,39.6506581058865,0.303458852258624,-1.81040205459176,-0.417201569422317,0.354983609005526,12.129524328469,-0.753081552123583,13.1829172881806,0,0.0380581572609556,0.888262036070579,MV-002,sine_steer_40kmh
1199,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.143,39.6505324500715,0.303355663297428,-1.80180387131911,-0.41793483387482,0.357456624198066,12.1404776918005,-0.754122751357876,13.1938722722731,0,0.0378476660497,0.900869941097909,MV-002,sine_steer_40kmh
1200,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.144,39.6504069616298,0.303251398668321,-1.79319989493782,-0.418668460874773,0.359929074951102,12.1514309869272,-0.755163785612767,13.2048272120474,0,0.0376370244186854,0.913474953791754,MV-002,sine_steer_40kmh
1201,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.145,39.6502816402874,0.303146059946344,-1.78459014820552,-0.419402448980074,0.362400957360523,12.1623842140447,-0.75620465251857,13.2157821076049,0,0.0374262310324748,0.926077038706308,MV-002,sine_steer_40kmh
1202,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.146,39.6501564857707,0.303039648705383,-1.77597465386064,-0.420136796747235,0.364872267523123,12.1733373733476,-0.757245349706439,13.2267369590433,0,0.0372152849501622,0.938676163142684,MV-002,sine_steer_40kmh
1203,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.147,39.6500314978061,0.302932166518167,-1.76735343462243,-0.420871502731379,0.367343001536594,12.18429046503,-0.758285874808284,13.2376917664572,0,0.0370041856283972,0.951272297172398,MV-002,sine_steer_40kmh
1204,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.148,39.6499066761203,0.302823614956293,-1.75872651319099,-0.421606565486254,0.36981315549954,12.1952434892855,-0.759326225456688,13.248646529938,0,0.0367929329232887,0.963865413650534,MV-002,sine_steer_40kmh
1205,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.149,39.6497820204402,0.302713995590143,-1.75009391224743,-0.422341983564229,0.372282725511481,12.2061964463072,-0.760366399284823,13.2596012495745,0,0.0365815270912761,0.976455488220555,MV-002,sine_steer_40kmh
1206,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.15,39.6496575304931,0.302603309989018,-1.74145565445372,-0.423077755516302,0.37475170767286,12.2171493362876,-0.761406393926371,13.2705559254529,0,0.0363699687888775,0.98904249930926,MV-002,sine_steer_40kmh
1207,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.151,39.6495332060062,0.302491559720979,-1.73281176245292,-0.423813879892108,0.377220098085046,12.2281021594189,-0.762446207015433,13.2815105576571,0,0.0361582590713629,1.00162642811285,MV-002,sine_steer_40kmh
1208,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.152,39.6494090467073,0.302378746353012,-1.72416225886904,-0.424550355239915,0.379687892850344,12.2390549158926,-0.763485836186454,13.2924651462693,0,0.0359463993903606,1.01420725857394,MV-002,sine_steer_40kmh
1209,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.153,39.6492850523242,0.302264871450863,-1.71550716630728,-0.425287180106637,0.382155088071998,12.2500076059003,-0.76452527907413,13.3034196913699,0,0.0357343915903156,1.02678497734957,MV-002,sine_steer_40kmh
1210,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.154,39.649161222585,0.302149936579197,-1.70684650735387,-0.426024353037835,0.384621679854201,12.2609602296328,-0.765564533313335,13.3143741930378,0,0.0355222379039141,1.03935957377073,MV-002,sine_steer_40kmh
1211,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.155,39.6490375572179,0.30203394330156,-1.69818030457615,-0.426761872577719,0.387087664302098,12.2719127872812,-0.766603596539029,13.325328651351,0,0.0353099409464089,1.05193103979324,MV-002,sine_steer_40kmh
1212,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.156,39.6489140559516,0.30191689318027,-1.68950858052279,-0.427499737269158,0.389553037521791,12.2828652790358,-0.767642466386186,13.3362830663864,0,0.0350975037088691,1.06449936994046,MV-002,sine_steer_40kmh
1213,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.157,39.6487907185148,0.301798787776526,-1.68083135772362,-0.42823794565368,0.39201779562035,12.293817705087,-0.768681140489708,13.3472374382206,0,0.034884929550392,1.07706456123796,MV-002,sine_steer_40kmh
1214,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.158,39.6486675446365,0.301679628650393,-1.67214865868975,-0.428976496271477,0.394481934705815,12.3047700656252,-0.769719616484349,13.3581917669295,0,0.0346722221892642,1.08962661314056,MV-002,sine_steer_40kmh
1215,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.159,39.6485445340459,0.301559417360821,-1.66346050591355,-0.429715387661414,0.396945450887204,12.3157223608404,-0.770757892004638,13.3691460525892,0,0.0344593856931028,1.10218552745166,MV-002,sine_steer_40kmh
1216,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.16,39.6484216864725,0.301438155465632,-1.65476692186874,-0.430454618361025,0.399408340274517,12.3266745909226,-0.771795964684804,13.3801002952759,0,0.034246424468016,1.11474130823562,MV-002,sine_steer_40kmh
1217,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.161,39.6482990016459,0.301315844521422,-1.64606792901054,-0.431194186906527,0.401870598978746,12.337626756062,-0.772833832158704,13.391054495066,0,0.0340333432467872,1.12729396172282,MV-002,sine_steer_40kmh
1218,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.162,39.6481764792962,0.301192486083778,-1.63736354977541,-0.431934091832817,0.404332223111876,12.3485788564486,-0.773871492059752,13.4020086520369,0,0.0338201470761428,1.13984349620796,MV-002,sine_steer_40kmh
1219,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.163,39.6480541191534,0.30106808170705,-1.62865380658143,-0.432674331673481,0.406793208786899,12.3595308922725,-0.774908942020854,13.4129627662665,0,0.0336068413031355,1.15238992194124,MV-002,sine_steer_40kmh
1220,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.164,39.647931920948,0.300942632944489,-1.61993872182814,-0.433414904960795,0.409253552117808,12.3704828637238,-0.775946179674337,13.4239168378341,0,0.0333934315606786,1.16493325101283,MV-002,sine_steer_40kmh
1221,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.165,39.6478098844105,0.300816141348247,-1.61121831789652,-0.434155810225733,0.411713249219617,12.3814347709929,-0.776983202651896,13.43487086682,0,0.0331799237523479,1.17747349722997,MV-002,sine_steer_40kmh
1222,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.166,39.6476880092718,0.3006886084693,-1.60249261714923,-0.43489704599797,0.414172296208357,12.3923866142702,-0.778020008584527,13.4458248533062,0,0.0329663240364652,1.1900106759861,MV-002,sine_steer_40kmh
1223,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.167,39.647566295263,0.300560035857583,-1.59376164193042,-0.435638610805884,0.416630689201086,12.4033383937463,-0.779056595102475,13.4567787973763,0,0.0327526388095972,1.20254480412173,MV-002,sine_steer_40kmh
1224,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.168,39.6474447421154,0.300430425061843,-1.58502541456598,-0.436380503176565,0.419088424315894,12.4142901096121,-0.780092959835184,13.467732699116,0,0.0325388746895323,1.21507589977572,MV-002,sine_steer_40kmh
1225,2026年08月28日_16时02分22秒_第001次,2026-08-28T16:02:22,1.169,39.6473233495606,0.300299777629681,-1.57628395736348,-0.437122721635815,0.421545497671913,12.4252417620586,-0.781129100411245,13.4786865586127,0,0.0323250384978818,1.22760398222597,MV-002,sine_steer_40kmh
