step_id,sim_time_s,Vx_kmh,beta_deg,w_degps,delta1_deg,delta2_deg,delta3_deg,fb_deg,beta_int_deg,status
0,0.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,OK
1,0.010000,39.998894,0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,OK
2,0.020000,39.996642,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,OK
3,0.030000,39.993906,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,OK
4,0.040000,39.990961,0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,OK
5,0.050000,39.988002,0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,OK
6,0.060000,39.985091,0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,OK
7,0.070000,39.982228,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,OK
8,0.080000,39.979392,0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,OK
9,0.090000,39.976559,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,OK
10,0.100000,39.973707,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,OK
11,0.110000,39.970820,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,OK
12,0.120000,39.967889,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,OK
13,0.130000,39.964913,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,OK
14,0.140000,39.961896,0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,OK
15,0.150000,39.958848,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,OK
16,0.160000,39.955779,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,OK
17,0.170000,39.952704,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,OK
18,0.180000,39.949639,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,OK
19,0.190000,39.946599,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,OK
20,0.200000,39.943595,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,OK
21,0.210000,39.940633,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,OK
22,0.220000,39.937713,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,OK
23,0.230000,39.934828,-0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,OK
24,0.240000,39.931962,0.000000,-0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,OK
25,0.250000,39.929096,0.000000,0.000000,0.000000,-0.000000,-0.000000,-0.000000,0.000000,OK
26,0.260000,39.926212,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,OK
