sample_index,run_number,timestamp_local_iso8601,sim_time_s,state_vehicle_speed_kmh,state_beta_trucksim_deg,state_yaw_rate_trucksim_degps,state_x_m,state_y_m,state_xt_m,state_yt_m,cmd_delta1_deg,cmd_delta2_deg,cmd_delta3_deg,case_id,case_name
1,2026年09月08日_20时47分52秒_第028次,2026-09-08T20:47:52,0,40,0,0,-1.05819009496492,0,0,0,0,0,0,MV-201,step_steer_python
2,2026年09月08日_20时47分52秒_第028次,2026-09-08T20:47:52,0.001,40,0,0,-1.05819009496492,0,0,0,0,-2.15616449831428e-20,-9.12488815686603e-19,MV-201,step_steer_python
3,2026年09月08日_20时47分52秒_第028次,2026-09-08T20:47:52,0.002,40,7.94503133649028e-36,4.97887843964803e-20,-1.04707898385381,0,0.0111111111111111,0,0,2.13268901745846e-19,9.02553992188422e-18,MV-201,step_steer_python
4,2026年09月08日_20时47分52秒_第028次,2026-09-08T20:47:52,0.003,39.9999301461696,2.80414004853701e-22,9.54634585772104e-17,-1.03596766823891,-7.8796576130324e-24,0.0222232241453614,0,0,3.5421029245746e-20,1.49901795767997e-18,MV-201,step_steer_python
5,2026年09月08日_20时47分52秒_第028次,2026-09-08T20:47:52,0.004,39.9998352300822,-1.36930904868728e-19,-7.81137243471173e-18,-1.0248563362934,-8.84739284753213e-22,0.0333355302553591,0,0,-4.26733820120823e-19,-1.80593752675132e-17,MV-201,step_steer_python
6,2026年09月08日_20时47分52秒_第028次,2026-09-08T20:47:52,0.005,39.9997165446251,-7.4894328935168e-20,2.36367622435246e-15,-1.01374499785803,-1.50660244128209e-21,0.0444479842972751,0,0,-7.0260110841254e-19,-2.97340789080187e-17,MV-201,step_steer_python
7,2026年09月08日_20时47分52秒_第028次,2026-09-08T20:47:52,0.006,39.999578746173,-3.68790461124441e-18,-1.15730942379148e-14,-1.00263367875621,6.36754162809151e-19,0.0555604848241423,0,0,-9.81472197852628e-19,-4.15359034131232e-17,MV-201,step_steer_python
8,2026年09月08日_20时47分52秒_第028次,2026-09-08T20:47:52,0.007,39.999425250899,9.9395997689309e-18,2.11235853336304e-15,-0.991522398091906,-1.99768274524236e-21,0.0666729564922776,0,0,-1.37824456214777e-18,-5.83273098700936e-17,MV-201,step_steer_python
9,2026年09月08日_20时47分52秒_第028次,2026-09-08T20:47:52,0.008,39.9992586872438,2.85602224336317e-18,1.22155865084616e-16,-0.980411169865035,-1.88118511370565e-19,0.0777853459482756,0,0,-1.50290657086434e-18,-6.36030060789787e-17,MV-201,step_steer_python
10,2026年09月08日_20时47分52秒_第028次,2026-09-08T20:47:52,0.009,39.9990810567583,5.14228628713522e-18,2.33837732400345e-15,-0.969300004021846,-4.54392503030388e-20,0.0888976172804033,0,0,-1.32344191274647e-18,-5.60080617474304e-17,MV-201,step_steer_python
11,2026年09月08日_20时47分52秒_第028次,2026-09-08T20:47:52,0.01,39.9988938583036,1.50824597634149e-18,-2.93702771485233e-15,-0.958188907188767,4.91195899167833e-19,0.100009749008658,0,0,-1.76523115231728e-18,-7.47045823660675e-17,MV-201,step_steer_python
12,2026年09月08日_20时47分52秒_第028次,2026-09-08T20:47:52,0.011,39.9986981997337,3.44624924782093e-18,1.38772053652754e-15,-0.947077883367094,3.32596681059854e-19,0.111121731153,0,0,-2.29419023777081e-18,-9.70901308624605e-17,MV-201,step_steer_python
13,2026年09月08日_20时47分52秒_第028次,2026-09-08T20:47:52,0.012,39.9984948917603,-1.66466785081725e-18,-3.17474817824853e-15,-0.935966934540186,3.97356634132787e-19,0.122233562618179,0,0,-1.57003260334086e-18,-6.6443779773385e-17,MV-201,step_steer_python
14,2026年09月08日_20时47分52秒_第028次,2026-09-08T20:47:52,0.013,39.9982845258608,1.76303794751075e-18,5.0315033593267e-15,-0.924856061195991,-2.68933802980246e-19,0.13334524890316,0,0,-7.20640472807931e-19,-3.04975048092316e-17,MV-201,step_steer_python
15,2026年09月08日_20时47分52秒_第028次,2026-09-08T20:47:52,0.014,39.9980675377153,-4.16457128370284e-18,5.55346420670451e-15,-0.913745262768005,1.53880072128752e-19,0.144456800135822,0,0,-3.85743160938513e-19,-1.63246505709179e-17,MV-201,step_steer_python
16,2026年09月08日_20时47分52秒_第028次,2026-09-08T20:47:52,0.015,39.9978442577663,-1.21186136824197e-17,1.6614183591336e-15,-0.902634537999676,8.82937444685098e-20,0.155568229422897,0,0,-1.91796796461562e-19,-8.11684042625332e-18,MV-201,step_steer_python
17,2026年09月08日_20时47分52秒_第028次,2026-09-08T20:47:52,0.016,39.9976149505364,-1.21441766882705e-17,-2.09230266062824e-15,-0.891523885238716,4.71919397849208e-19,0.166679551496273,0,0,1.59506574506467e-19,6.7503182331137e-18,MV-201,step_steer_python
18,2026年09月08日_20时47分52秒_第028次,2026-09-08T20:47:52,0.017,39.9973798443088,-1.12788922631291e-17,5.25328584091241e-16,-0.880413302668588,2.44909996009653e-19,0.177790781630969,0,0,2.47410735165037e-19,1.04704223121844e-17,MV-201,step_steer_python
19,2026年09月08日_20时47分52秒_第028次,2026-09-08T20:47:52,0.018,39.9971391527012,-1.37580059956102e-17,-2.39185769034962e-16,-0.869302788484839,1.68263774546983e-19,0.188901934806596,0,0,5.96321496111287e-19,2.52363257154297e-17,MV-201,step_steer_python
20,2026年09月08日_20时47分52秒_第028次,2026-09-08T20:47:52,0.019,39.9968930895532,-1.33379517341676e-17,-1.23344063565666e-15,-0.858192341023945,4.76262782662114e-19,0.200013025082459,0,0,5.00074059021189e-19,2.11631341777767e-17,MV-201,step_steer_python
21,2026年09月08日_20时47分52秒_第028次,2026-09-08T20:47:52,0.02,39.9966418784164,-1.4930712647547e-17,2.83921085167311e-16,-0.84708195885209,2.46222291643678e-19,0.211124065156268,0,0,5.99182372602898e-19,2.53573980085547e-17,MV-201,step_steer_python
22,2026年09月08日_20时47分52秒_第028次,2026-09-08T20:47:52,0.021,39.9963857577929,-1.62966863866784e-17,-3.33278810097601e-15,-0.835971640820873,3.80359028596755e-19,0.222235066077358,0,0,5.59729587009654e-19,2.36877561222486e-17,MV-201,step_steer_python
23,2026年09月08日_20时47分52秒_第028次,2026-09-08T20:47:52,0.022,39.9961249831222,-1.33812977325402e-17,4.50470822055218e-15,-0.824861386096315,-3.44789635290814e-19,0.233346037086991,0,0,4.06247926449193e-19,1.71924122473299e-17,MV-201,step_steer_python
24,2026年09月08日_20时47分52秒_第028次,2026-09-08T20:47:52,0.023,39.9958598263708,-1.81467148791051e-17,-2.19341785826422e-15,-0.813751194166939,1.05855743637238e-19,0.244456985560585,0,0,-3.50194553434922e-21,-1.48202335013659e-19,MV-201,step_steer_python
