step_id,sim_time_s,Vx_kmh,beta_deg,w_degps,delta1_deg,delta2_deg,delta3_deg,fb_deg,beta_int_deg,status
0,0.000000,15.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,OK
1,0.010000,14.999001,0.000000,-0.000097,0.000000,-0.000000,-0.000000,-0.000000,0.000000,OK
2,0.020000,14.996328,0.000000,-0.000075,0.000000,-0.000000,-0.000000,-0.000000,0.000000,OK
3,0.030000,14.993448,-0.000002,0.000057,0.000000,0.000000,0.000001,0.000001,-0.000000,OK
4,0.040000,14.990755,-0.000003,-0.000018,0.000000,0.000000,0.000002,0.000002,-0.000000,OK
5,0.050000,14.988373,-0.000003,-0.000085,0.000000,0.000000,0.000002,0.000002,-0.000000,OK
6,0.060000,14.986264,-0.000004,-0.000096,0.000000,0.000000,0.000002,0.000002,-0.000000,OK
7,0.070000,14.984404,-0.000006,-0.000082,0.000000,0.000000,0.000003,0.000003,-0.000000,OK
8,0.080000,14.982850,-0.000008,-0.000064,0.000000,0.000000,0.000005,0.000005,-0.000000,OK
9,0.090000,14.981591,-0.000010,-0.000030,0.000000,0.000000,0.000006,0.000006,-0.000000,OK
10,0.100000,14.980552,-0.000012,0.000026,0.000000,0.000000,0.000008,0.000008,-0.000000,OK
11,0.110000,14.979655,-0.000013,0.000091,0.000000,0.000000,0.000008,0.000008,-0.000001,OK
12,0.120000,14.978840,-0.000013,0.000154,0.000000,0.000000,0.000008,0.000008,-0.000001,OK
13,0.130000,14.978072,-0.000011,0.000207,0.000000,0.000000,0.000007,0.000007,-0.000001,OK
14,0.140000,14.977338,-0.000009,0.000251,0.000000,0.000000,0.000006,0.000006,-0.000001,OK
15,0.150000,14.976642,-0.000006,0.000285,0.000000,0.000000,0.000004,0.000004,-0.000001,OK
16,0.160000,14.976002,-0.000004,0.000307,0.000000,0.000000,0.000003,0.000003,-0.000001,OK
17,0.170000,14.975446,-0.000003,0.000320,0.000000,0.000000,0.000003,0.000003,-0.000001,OK
18,0.180000,14.975007,-0.000005,0.000326,0.000000,0.000000,0.000004,0.000004,-0.000001,OK
19,0.190000,14.974717,-0.000010,0.000330,0.000000,0.000000,0.000007,0.000007,-0.000001,OK
20,0.200000,14.974600,-0.000017,0.000334,0.000000,0.000000,0.000011,0.000011,-0.000001,OK
21,0.210000,14.974671,-0.000026,0.000340,0.000000,0.000000,0.000017,0.000017,-0.000002,OK
22,0.220000,14.974929,-0.000036,0.000350,0.000000,0.000001,0.000023,0.000023,-0.000002,OK
23,0.230000,14.975359,-0.000046,0.000366,0.000000,0.000001,0.000029,0.000029,-0.000002,OK
24,0.240000,14.975930,-0.000055,0.000385,0.000000,0.000001,0.000034,0.000034,-0.000003,OK
25,0.250000,14.976603,-0.000061,0.000406,0.000000,0.000001,0.000038,0.000038,-0.000004,OK
26,0.260000,14.977331,-0.000063,0.000426,0.000000,0.000001,0.000040,0.000040,-0.000004,OK
27,0.270000,14.978071,-0.000063,0.000441,0.000000,0.000001,0.000040,0.000040,-0.000005,OK
28,0.280000,14.978786,-0.000059,0.000450,0.000000,0.000001,0.000038,0.000038,-0.000006,OK
29,0.290000,14.979452,-0.000052,0.000449,0.000000,0.000001,0.000034,0.000034,-0.000006,OK
30,0.300000,14.980061,-0.000044,0.000437,0.000000,0.000001,0.000030,0.000030,-0.000006,OK
31,0.310000,14.980633,-0.000035,0.000413,0.000000,0.000001,0.000025,0.000025,-0.000007,OK
32,0.320000,14.981196,-0.000028,0.000378,0.000000,0.000000,0.000020,0.000020,-0.000007,OK
33,0.330000,14.981786,-0.000022,0.000338,0.000000,0.000000,0.000017,0.000017,-0.000007,OK
34,0.340000,14.982430,-0.000019,0.000296,0.000000,0.000000,0.000015,0.000015,-0.000007,OK
