sample_index,run_number,run_timestamp_local_iso8601,run_timestamp_utc_iso8601,sim_time_s,state_vehicle_speed_kmh,state_beta_trucksim_deg,state_yaw_rate_trucksim_degps,state_x_m,state_y_m,state_xt_m,state_yt_m,cmd_delta1_deg,cmd_delta2_deg,cmd_delta3_deg,case_id,case_name,run_status
456,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.55,20.9858800604488,0.0157214353381304,10.9975543047779,23.5956420438473,6.49950029667524,24.4298301830426,0,3,0.070066964566822,-0.948428244516265,MV-201-20,step_steer_python_20kmh,COMPLETED
457,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.56,20.9863100532882,0.0156975129621865,10.9978524075182,23.6414187881649,6.53559477727749,24.4743555229997,0,3,0.0700654491098455,-0.948445165470642,MV-201-20,step_steer_python_20kmh,COMPLETED
458,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.57,20.9867374853028,0.0156732056927847,10.9981470967747,23.6871271131195,6.57177778039949,24.5188093412473,0,3,0.0700639419816125,-0.948462015556388,MV-201-20,step_steer_python_20kmh,COMPLETED
459,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.58,20.9871623876933,0.0156487201552287,10.9984423926365,23.732766840383,6.60804917399121,24.5631914637186,0,3,0.0700624402737145,-0.94847891442398,MV-201-20,step_steer_python_20kmh,COMPLETED
460,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.59,20.9875847754196,0.0156242738812978,10.9987363659972,23.7783377917801,6.64440882588086,24.6075017166195,0,3,0.0700609408974137,-0.948495991138796,MV-201-20,step_steer_python_20kmh,COMPLETED
461,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.6,20.9880046682622,0.0155997044144252,10.9990317816403,23.8238397896056,6.68085660334225,24.6517399265568,0,3,0.0700594461705246,-0.948513145431749,MV-201-20,step_steer_python_20kmh,COMPLETED
462,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.61,20.9884220583766,0.0155748944293711,10.9993238291765,23.8692726558681,6.71739237397426,24.6959059204065,0,3,0.070057957784865,-0.94853030655911,MV-201-20,step_steer_python_20kmh,COMPLETED
463,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.62,20.9888369767153,0.0155500479236498,10.9996164822496,23.9146362133375,6.75401600443875,24.7399995252553,0,3,0.0700564728525355,-0.948547593331147,MV-201-20,step_steer_python_20kmh,COMPLETED
464,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.63,20.9892494387914,0.0155253604113081,10.9999076949273,23.9599302849427,6.79072736126152,24.7840205684826,0,3,0.0700549885828131,-0.948565122140896,MV-201-20,step_steer_python_20kmh,COMPLETED
465,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.64,20.9896594663555,0.0155003648551989,11.0001994698745,24.0051546942711,6.82752631018785,24.827968878183,0,3,0.070053511633602,-0.948582608830792,MV-201-20,step_steer_python_20kmh,COMPLETED
466,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.65,20.9900670480218,0.0154746205068836,11.000488427246,24.0503092645772,6.86441271732086,24.8718442826387,0,3,0.0700520483421667,-0.948599786450937,MV-201-20,step_steer_python_20kmh,COMPLETED
467,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.66,20.990472219022,0.0154484185329782,11.0007772087037,24.0953938202452,6.90138644739706,24.9156466105675,0,3,0.0700505946345031,-0.948616823538146,MV-201-20,step_steer_python_20kmh,COMPLETED
468,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.67,20.9908749939268,0.0154220680965174,11.0010640079836,24.1404081856208,6.93844736527195,24.9593756908699,0,3,0.070049146144933,-0.948633903241451,MV-201-20,step_steer_python_20kmh,COMPLETED
469,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.68,20.9912753940165,0.015395490016723,11.0013517934891,24.1853521854957,6.97559533529739,25.003031352776,0,3,0.0700477040229527,-0.94865097457115,MV-201-20,step_steer_python_20kmh,COMPLETED
470,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.69,20.9916734108628,0.0153686542992443,11.0016357225774,24.2302256443133,7.01283022222007,25.0466134257322,0,3,0.0700462687242521,-0.948668019161141,MV-201-20,step_steer_python_20kmh,COMPLETED
471,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.7,20.9920690741125,0.0153418591923847,11.0019198924132,24.275028387243,7.05015188992333,25.0901217393429,0,3,0.0700448360155601,-0.94868521290208,MV-201-20,step_steer_python_20kmh,COMPLETED
472,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.71,20.9924623974785,0.0153153900072514,11.0022023063898,24.3197602395566,7.08756020222937,25.1335561234578,0,3,0.0700434018133163,-0.948702727098286,MV-201-20,step_steer_python_20kmh,COMPLETED
473,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.72,20.9928534002242,0.0152891248132025,11.0024857458944,24.3644210269758,7.12505502244986,25.1769164083214,0,3,0.0700419678221151,-0.948720487490109,MV-201-20,step_steer_python_20kmh,COMPLETED
474,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.73,20.9932420738656,0.015262970851036,11.0027653067302,24.4090105748963,7.1626362142467,25.2202024244466,0,3,0.0700405353439262,-0.948738439903297,MV-201-20,step_steer_python_20kmh,COMPLETED
475,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.74,20.9936284493218,0.0152371509038369,11.0030450191725,24.4535287094904,7.20030364036537,25.2634140025568,0,3,0.0700391011807362,-0.948756716277091,MV-201-20,step_steer_python_20kmh,COMPLETED
476,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.75,20.9940125416127,0.015211872417065,11.0033228181747,24.4979752570819,7.23805716342877,25.3065509736707,0,3,0.0700376623274748,-0.948775442131009,MV-201-20,step_steer_python_20kmh,COMPLETED
477,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.76,20.9943943716048,0.015186922056176,11.0036016439438,24.5423500445177,7.27589664547019,25.3496131692511,0,3,0.0700362217699666,-0.94879448880811,MV-201-20,step_steer_python_20kmh,COMPLETED
478,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.77,20.9947739301488,0.0151621346521466,11.0038763414782,24.5866528983288,7.31382194885358,25.3926004210575,0,3,0.0700347818306745,-0.948813759020163,MV-201-20,step_steer_python_20kmh,COMPLETED
479,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.78,20.995151248976,0.0151376982635642,11.0041512249671,24.6308836458934,7.35183293496044,25.4355125610698,0,3,0.0700333398018897,-0.948833363867972,MV-201-20,step_steer_python_20kmh,COMPLETED
480,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.79,20.9955263513142,0.0151134829957742,11.0044271808889,24.6750421150826,7.38992946468475,25.4783494216831,0,3,0.0700318974990943,-0.948853223964596,MV-201-20,step_steer_python_20kmh,COMPLETED
481,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.8,20.9958992267304,0.0150894075384557,11.0046997552433,24.7191281334734,7.42811139922918,25.5211108355831,0,3,0.0700304560585626,-0.948873292362394,MV-201-20,step_steer_python_20kmh,COMPLETED
482,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.81,20.9962699001504,0.0150656656094804,11.0049722217057,24.7631415293473,7.46637859897494,25.5637966356775,0,3,0.0700290126944165,-0.948893684217699,MV-201-20,step_steer_python_20kmh,COMPLETED
483,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.82,20.9966383949524,0.0150421080250649,11.0052458609961,24.8070821315003,7.50473092378502,25.6064066552939,0,3,0.0700275694999582,-0.94891430836993,MV-201-20,step_steer_python_20kmh,COMPLETED
484,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.83,20.9970047017386,0.0150186259463239,11.0055160655326,24.8509497684398,7.54316823382353,25.6489407280669,0,3,0.0700261280093512,-0.948935100919367,MV-201-20,step_steer_python_20kmh,COMPLETED
485,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.84,20.9973688465833,0.0149953926382178,11.0057862129819,24.894744269419,7.58169038839775,25.6913986878784,0,3,0.0700246857367064,-0.948956164200963,MV-201-20,step_steer_python_20kmh,COMPLETED
486,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.85,20.9977308531635,0.0149722276956422,11.0060575910656,24.9384654642333,7.62029724627047,25.7337803690662,0,3,0.0700232452316749,-0.948977387708917,MV-201-20,step_steer_python_20kmh,COMPLETED
487,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.86,20.9980907113478,0.0149490001109739,11.0063254153702,24.9821131823809,7.65898866650753,25.7760856063049,0,3,0.0700218083590437,-0.948998693632214,MV-201-20,step_steer_python_20kmh,COMPLETED
488,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.87,20.9984484479084,0.014925883386075,11.006593198346,25.025687254135,7.69776450729399,25.8183142345353,0,3,0.0700203726458586,-0.949020183682074,MV-201-20,step_steer_python_20kmh,COMPLETED
489,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.88,20.9988040867472,0.0149027024721176,11.0068622724417,25.0691875103189,7.736624626273,25.8604660891692,0,3,0.0700189405814922,-0.94904174987926,MV-201-20,step_steer_python_20kmh,COMPLETED
490,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.89,20.9991576165781,0.0148793447565394,11.0071277723394,25.1126137814312,7.77556888142007,25.9025410059537,0,3,0.0700175137834196,-0.949063325005885,MV-201-20,step_steer_python_20kmh,COMPLETED
491,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.9,20.99950906357,0.0148560166603932,11.0073933358663,25.1559658987445,7.81459712984342,25.9445388208865,0,3,0.0700160893215667,-0.949085030184978,MV-201-20,step_steer_python_20kmh,COMPLETED
492,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.91,20.9998584507213,0.0148325724127857,11.0076603182749,25.1992436940646,7.85370922813686,25.9864593704156,0,3,0.0700146692763517,-0.949106774843663,MV-201-20,step_steer_python_20kmh,COMPLETED
493,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.92,21.0002057654809,0.0148089244846134,11.0079237925044,25.2424469988399,7.89290503325804,26.028302491298,0,3,0.0700132549127997,-0.94912850681877,MV-201-20,step_steer_python_20kmh,COMPLETED
494,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.93,21.0005510336025,0.0147852998487453,11.0081874259641,25.2855756452859,7.93218440131256,26.0700680205133,0,3,0.070011843010207,-0.949150359578569,MV-201-20,step_steer_python_20kmh,COMPLETED
495,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.94,21.000894277989,0.0147615613499014,11.0084525406048,25.3286294661436,7.97154718790438,26.1117557954713,0,3,0.0700104355265717,-0.949172247741721,MV-201-20,step_steer_python_20kmh,COMPLETED
496,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.95,21.0012354860633,0.0147376232280509,11.0087141298922,25.3716082937832,8.01099324900842,26.1533656538764,0,3,0.0700090337013584,-0.949194120229778,MV-201-20,step_steer_python_20kmh,COMPLETED
497,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.96,21.0015746840553,0.0147137132965637,11.0089758508172,25.4145119613488,8.05052243974762,26.194897433647,0,3,0.0700076343013681,-0.949216110987784,MV-201-20,step_steer_python_20kmh,COMPLETED
498,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.97,21.0019118953042,0.0146896939261353,11.0092390079385,25.4573403025146,8.09013461474438,26.2363509731316,0,3,0.0700062392907968,-0.949238134324424,MV-201-20,step_steer_python_20kmh,COMPLETED
499,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.98,21.0022471072375,0.0146654833471602,11.0094985555774,25.5000931505763,8.12982962899587,26.277726110976,0,3,0.07000484985154,-0.949260141597223,MV-201-20,step_steer_python_20kmh,COMPLETED
500,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,4.99,21.0025803460206,0.0146413205957329,11.0097581828767,25.542770339608,8.16960733665386,26.3190226860434,0,3,0.0700034625889662,-0.949282273590338,MV-201-20,step_steer_python_20kmh,COMPLETED
501,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5,21.0029116345762,0.0146170808120997,11.0100192202141,25.5853717042111,8.20946759138059,26.3602405376337,0,3,0.0700020792824,-0.949304452482184,MV-201-20,step_steer_python_20kmh,COMPLETED
502,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.01,21.0032409594784,0.0145926959819045,11.0102766090475,25.6278970785931,8.24941024722583,26.4013795053485,0,3,0.070000700913265,-0.949326638208019,MV-201-20,step_steer_python_20kmh,COMPLETED
503,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.02,21.0035683462419,0.0145684178849353,11.0105340716905,25.6703462977388,8.28943515740449,26.4424394290108,0,3,0.0699993238992943,-0.949348979564433,MV-201-20,step_steer_python_20kmh,COMPLETED
504,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.03,21.0038938172723,0.014544125389616,11.010792951006,25.7127191971591,8.32954217464854,26.4834201488856,0,3,0.0699979499595552,-0.949371401336836,MV-201-20,step_steer_python_20kmh,COMPLETED
505,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.04,21.004217358619,0.0145197473611155,11.0110481335739,25.7550156119612,8.36973115208043,26.5243215055455,0,3,0.0699965801126813,-0.94939386194353,MV-201-20,step_steer_python_20kmh,COMPLETED
506,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.05,21.0045389965131,0.0144952624021608,11.011302613692,25.7972353782166,8.4100019418008,26.5651433400981,0,3,0.06999521467467,-0.949416345128098,MV-201-20,step_steer_python_20kmh,COMPLETED
507,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.06,21.0048587492813,0.0144702454338062,11.0115593099526,25.839378332477,8.45035439546606,26.6058854939811,0,3,0.069993859735016,-0.949438591167374,MV-201-20,step_steer_python_20kmh,COMPLETED
508,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.07,21.0051766060827,0.0144447122149571,11.0118116400744,25.8814443112548,8.49078836474171,26.6465478091676,0,3,0.0699925151312881,-0.949460608121119,MV-201-20,step_steer_python_20kmh,COMPLETED
509,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.08,21.0054925918624,0.014419009660798,11.0120636138845,25.9234331516457,8.53130370068251,26.6871301277233,0,3,0.0699911759650355,-0.949482600549724,MV-201-20,step_steer_python_20kmh,COMPLETED
510,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.09,21.0058067302603,0.0143931062732472,11.0123167001733,25.9653446912303,8.57190025391791,26.7276322920486,0,3,0.0699898427065564,-0.949504545951461,MV-201-20,step_steer_python_20kmh,COMPLETED
511,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.1,21.0061190073641,0.0143670169834688,11.0125658396077,26.0071787671299,8.61257787552058,26.7680541447752,0,3,0.0699885151661252,-0.949526453878413,MV-201-20,step_steer_python_20kmh,COMPLETED
512,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.11,21.006429447704,0.014341067655853,11.0128147717604,26.0489352172026,8.65333641579638,26.8083955286963,0,3,0.0699871887072001,-0.949548517852721,MV-201-20,step_steer_python_20kmh,COMPLETED
513,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.12,21.0067380728381,0.0143152067296218,11.0130648240127,26.0906138797865,8.69417572463018,26.8486562870025,0,3,0.0699858640503497,-0.949570705009896,MV-201-20,step_steer_python_20kmh,COMPLETED
514,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.13,21.0070448685321,0.0142894229449257,11.0133109690365,26.1322145927731,8.73509565232687,26.8888362631624,0,3,0.0699845413460986,-0.949593010538073,MV-201-20,step_steer_python_20kmh,COMPLETED
515,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.14,21.0073498595897,0.0142640078730089,11.0135569211049,26.1737371948144,8.77609604840853,26.9289353008497,0,3,0.0699832164170765,-0.949615608497445,MV-201-20,step_steer_python_20kmh,COMPLETED
516,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.15,21.0076530678963,0.0142388638982466,11.0138040541642,26.2151815250777,8.81717676194457,26.9689532441782,0,3,0.0699818906152184,-0.949638439268343,MV-201-20,step_steer_python_20kmh,COMPLETED
517,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.16,21.007954478922,0.0142139318593117,11.014047239826,26.2565474223004,8.85833764239949,27.0088899375709,0,3,0.0699805647542558,-0.949661470004551,MV-201-20,step_steer_python_20kmh,COMPLETED
518,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.17,21.0082541179358,0.0141894616514755,11.0142902434862,26.2978347260236,8.89957853841717,27.0487452256759,0,3,0.069979235236686,-0.949684850175368,MV-201-20,step_steer_python_20kmh,COMPLETED
519,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.18,21.0085520074573,0.0141653058262384,11.0145345053186,26.3390432763456,8.94089929815276,27.0885189535989,0,3,0.069977904115845,-0.949708490408423,MV-201-20,step_steer_python_20kmh,COMPLETED
520,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.19,21.0088481324273,0.0141413635084923,11.0147747479553,26.3801729129379,8.98229977014695,27.1282109667595,0,3,0.069976572796684,-0.949732332895285,MV-201-20,step_steer_python_20kmh,COMPLETED
521,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.2,21.0091425185869,0.014117861002474,11.0150148788335,26.4212234763196,9.02377980208575,27.1678211107986,0,3,0.0699752380187681,-0.949756512788898,MV-201-20,step_steer_python_20kmh,COMPLETED
522,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.21,21.0094351885676,0.014094621150972,11.0152564222843,26.4621948075971,9.06533924114604,27.207349231817,0,3,0.069973902262746,-0.949780922620947,MV-201-20,step_steer_python_20kmh,COMPLETED
523,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.22,21.0097261259137,0.0140715209412148,11.0154939483065,26.5030867474358,9.10697793489904,27.2467951762282,0,3,0.0699725672561569,-0.949805491084388,MV-201-20,step_steer_python_20kmh,COMPLETED
524,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.23,21.0100153562862,0.0140487796014028,11.0157315272117,26.5438991373833,9.14869573003733,27.2861587906662,0,3,0.0699712298484509,-0.949830348690847,MV-201-20,step_steer_python_20kmh,COMPLETED
525,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.24,21.0103029020802,0.0140262020511729,11.0159707372415,26.584631819594,9.1904924727336,27.325439922239,0,3,0.0699698927860662,-0.949855376749885,MV-201-20,step_steer_python_20kmh,COMPLETED
526,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.25,21.0105887455215,0.0140036490778248,11.0162059876029,26.6252846357641,9.23236800956501,27.3646384183841,0,3,0.0699685580398143,-0.949880493803989,MV-201-20,step_steer_python_20kmh,COMPLETED
527,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.26,21.0108729124306,0.0139813343492792,11.0164414680699,26.6658574285023,9.27432218620872,27.4037541267782,0,3,0.0699672225522288,-0.949905826408128,MV-201-20,step_steer_python_20kmh,COMPLETED
528,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.27,21.0111554253516,0.0139590496205993,11.016678766149,26.7063500410403,9.31635484781373,27.4427868956009,0,3,0.0699658892721982,-0.949931247288004,MV-201-20,step_steer_python_20kmh,COMPLETED
529,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.28,21.0114362658444,0.0139366473885621,11.0169121528163,26.746762316136,9.35846583994165,27.4817365733848,0,3,0.0699645603048608,-0.949956669374527,MV-201-20,step_steer_python_20kmh,COMPLETED
530,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.29,21.011715460085,0.0139143466314383,11.0171459036562,26.7870940974798,9.40065500724469,27.5206030089177,0,3,0.0699632325336206,-0.949982221686222,MV-201-20,step_steer_python_20kmh,COMPLETED
531,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.3,21.0119930307133,0.0138919462965273,11.0173816028078,26.8273452293865,9.44292219385379,27.5593860515016,0,3,0.0699619088207063,-0.950007780605857,MV-201-20,step_steer_python_20kmh,COMPLETED
532,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.31,21.0122689586966,0.0138693136808259,11.0176134498631,26.8675155556737,9.48526724432999,27.5980855507908,0,3,0.0699605910749836,-0.950033267435714,MV-201-20,step_steer_python_20kmh,COMPLETED
533,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.32,21.0125432700465,0.0138466924342518,11.0178457764656,26.9076049210891,9.52769000233881,27.6367013566804,0,3,0.0699592758407155,-0.95005882556497,MV-201-20,step_steer_python_20kmh,COMPLETED
534,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.33,21.0128159869854,0.0138239079044015,11.018080153142,26.9476131709879,9.57019031104829,27.6752333195595,0,3,0.0699579656133617,-0.950084346944038,MV-201-20,step_steer_python_20kmh,COMPLETED
535,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.34,21.0130870898692,0.0138008537024741,11.0183107546535,26.9875401502014,9.6127680140772,27.713681290143,0,3,0.0699566619331312,-0.95010976854391,MV-201-20,step_steer_python_20kmh,COMPLETED
536,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.35,21.0133566043153,0.0137777978008277,11.0185419100822,27.0273857044771,9.65542295417159,27.7520451193576,0,3,0.0699553610009947,-0.950135248325309,MV-201-20,step_steer_python_20kmh,COMPLETED
537,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.36,21.0136245522213,0.0137545860530578,11.0187751528478,27.0671496801539,9.69815497360083,27.7903246585981,0,3,0.0699540650208056,-0.950160690615206,MV-201-20,step_steer_python_20kmh,COMPLETED
538,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.37,21.0138909138524,0.0137311269591864,11.019004640373,27.1068319230316,9.7409639150926,27.8285197595649,0,3,0.0699527753190458,-0.950186041439574,MV-201-20,step_steer_python_20kmh,COMPLETED
539,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.38,21.0141557147844,0.0137076977171962,11.0192346596097,27.1464322798203,9.78384962051639,27.8666302741573,0,3,0.0699514879621604,-0.950211464456956,MV-201-20,step_steer_python_20kmh,COMPLETED
540,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.39,21.0144189769598,0.013684151241869,11.0194667104061,27.1859505978172,9.82681193127367,27.9046560547373,0,3,0.0699502050493292,-0.950236868419327,MV-201-20,step_steer_python_20kmh,COMPLETED
541,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.4,21.0146806808056,0.013660401272894,11.0196949438311,27.2253867237767,9.86985068922194,27.9425969539743,0,3,0.069948927827567,-0.950262202698026,MV-201-20,step_steer_python_20kmh,COMPLETED
542,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.41,21.0149408518648,0.0136367290220343,11.0199236205629,27.2647405053638,9.91296573536951,27.980452824743,0,3,0.0699476523007571,-0.95028763360294,MV-201-20,step_steer_python_20kmh,COMPLETED
543,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.42,21.0151995119613,0.013612992059777,11.0201542376372,27.3040117908316,9.9561569102619,28.0182235203906,0,3,0.0699463804958671,-0.950313072955259,MV-201-20,step_steer_python_20kmh,COMPLETED
544,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,5.43,21.0154566413336,0.0135891088475285,11.0203809504468,27.3432004278858,9.99942405489919,28.0559088945826,0,3,0.0699451135862053,-0.95033847326629,MV-201-20,step_steer_python_20kmh,COMPLETED
