sample_index,run_number,run_timestamp_local_iso8601,run_timestamp_utc_iso8601,sim_time_s,state_vehicle_speed_kmh,state_beta_trucksim_deg,state_yaw_rate_trucksim_degps,state_x_m,state_y_m,state_xt_m,state_yt_m,cmd_delta1_deg,cmd_delta2_deg,cmd_delta3_deg,case_id,case_name,run_status
23,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.22,20.0324853558035,-9.3841566501498e-05,0.00110825210723201,0.158487570235316,7.14907305548453e-07,1.2167552931802,0,0,1.39319788769524e-06,5.89601346072623e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
24,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.23,20.0379206427099,-0.000110708102676708,0.00112855151127097,0.214141443166095,7.35121320088175e-07,1.2724114103775,0,0,1.64540635221578e-06,6.9633596825772e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
25,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.24,20.0435209009316,-0.000124292413810451,0.00114371499554062,0.269809752925991,7.44886168886526e-07,1.32807845712414,0,0,1.85268538693454e-06,7.84056455750699e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
26,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.25,20.0492465873825,-0.000133340548183029,0.00114811987471968,0.325493002489508,7.4901534498642e-07,1.38375732363631,0,0,1.99672091066947e-06,8.45012289395319e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
27,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.26,20.0550589697382,-0.000137109835645824,0.00114103852345953,0.381191722541353,7.5368668006089e-07,1.43944946284145,0,0,2.06635989119656e-06,8.74483505954383e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
28,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.27,20.0609239951455,-0.000135424476762469,0.00111723443933008,0.436906436862275,7.65638134826953e-07,1.49515669266721,0,0,2.05846544539786e-06,8.71142576492375e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
29,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.28,20.0668165018921,-0.000128532437911421,0.00106016657169385,0.492637621018923,7.91245933506598e-07,1.55088091663659,0,0,1.97593800869957e-06,8.36216965281658e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
30,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.29,20.0727170837857,-0.0001172582437049,0.00100870702355241,0.548385654048675,8.35898668023757e-07,1.60662380645965,0,0,1.82994969808075e-06,7.74434712227774e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
31,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.3,20.0786181434541,-0.000103092675270641,0.000971539957988247,0.60415077791294,9.04185000927175e-07,1.66238651588149,0,0,1.64129474335008e-06,6.94595935385754e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
32,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.31,20.0845256430523,-8.75016386828751e-05,0.000914004313618747,0.659933092134627,9.9860586141708e-07,1.71816950634083,0,0,1.43058789648701e-06,6.05424797793302e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
33,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.32,20.090453914547,-7.15952095640958e-05,0.000821239835601985,0.715732570651251,1.11884118111098e-06,1.77397250778982,0,0,1.21353020689705e-06,5.13565983558831e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
34,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.33,20.0964199902119,-5.62617747846835e-05,0.000715599127742427,0.771549094499777,1.26261984858284e-06,1.82979461986816,0,0,1.00278464938939e-06,4.24378463621591e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
35,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.34,20.1024397929954,-4.22552458531086e-05,0.000618779031808631,0.827382498758754,1.42681131197372e-06,1.88563453555526,0,0,8.09196720994323e-07,3.42452052324797e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
36,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.35,20.1085241846854,-2.99754834630443e-05,0.000529601239663168,0.883232627011674,1.60777000395769e-06,1.94149083989937,0,0,6.38639537234318e-07,2.70272252157563e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
37,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.36,20.1146747201339,-1.93264043538279e-05,0.000441534437797603,0.939099376699539,1.80156266847904e-06,1.99736231182165,0,0,4.89943520132224e-07,2.07344097719957e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
38,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.37,20.1208817043,-9.81773759788826e-06,0.000355054776564269,0.994982724417303,2.00464800917464e-06,2.0532481620474,0,0,3.56292495425835e-07,1.50782984064213e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
39,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.38,20.1271252292811,-7.65853736524657e-07,0.00027438997769768,1.05088272759586,2.21458610638346e-06,2.10914816044035,0,0,2.28048141736432e-07,9.6509973582858e-06,MV-201-20,step_steer_python_20kmh,COMPLETED
40,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.39,20.1333789191882,8.5342319075974e-06,0.000201085037589932,1.10679950542293,2.43037795790091e-06,2.16506263481442,0,0,9.51860777947679e-08,4.02827481227458e-06,MV-201-20,step_steer_python_20kmh,COMPLETED
41,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.4,20.1396151942768,1.86740847726e-05,0.000133249832574876,1.16273320627514,2.65241568115378e-06,2.22099235351015,0,0,-5.07799463749989e-08,-2.14900733058995e-06,MV-201-20,step_steer_python_20kmh,COMPLETED
42,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.41,20.1458105834338,2.96900616946097e-05,7.13690381438224e-05,1.21868397091891,2.88168070469402e-06,2.27693832860088,0,0,-2.10468898683102e-07,-8.90704379226886e-06,MV-201-20,step_steer_python_20kmh,COMPLETED
43,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.42,20.1519496929584,4.13671515899007e-05,1.09576728654314e-05,1.27465190033185,3.12045557187082e-06,2.33290159027084,0,0,-3.80910526639721e-07,-1.6120133487393e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
44,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.43,20.158027069031,5.33658172390145e-05,-4.05076703637213e-05,1.33063703441749,3.37025505387446e-06,2.38888298317576,0,0,-5.57328968881293e-07,-2.35861619630563e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
45,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.44,20.1640473505034,6.5027803790009e-05,-8.7051256975165e-05,1.38663934585418,3.63212916518848e-06,2.44488302568181,0,0,-7.30351911923512e-07,-3.0908492912603e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
46,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.45,20.170022710839,7.55469655080325e-05,-0.000134560865742967,1.44265874833197,3.90602291941055e-06,2.50090185228777,0,0,-8.88415046572715e-07,-3.75977247709573e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
47,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.46,20.1759686728071,8.41055964902453e-05,-0.000184069837818221,1.49869511324944,4.19036166732812e-06,2.55693923590528,0,0,-1.01969355724802e-06,-4.31534313427362e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
48,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.47,20.1818999611156,8.99807415524804e-05,-0.000232155006953836,1.55474828937643,4.48214649464103e-06,2.61299467112452,0,0,-1.11362055973156e-06,-4.71284220878397e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
49,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.48,20.1878273221503,9.26567752443581e-05,-0.000275556884327582,1.61081812107779,4.77727603055366e-06,2.66906749073399,0,0,-1.16250770744773e-06,-4.91973261791881e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
50,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.49,20.1937557251991,9.19322678468768e-05,-0.000313138831968825,1.66690446184948,5.07099198328488e-06,2.72515698647041,0,0,-1.16309742627443e-06,-4.92222830799337e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
51,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.5,20.1996838589665,8.7965894903135e-05,-0.000341701353950321,1.7230071815793,5.35845119081776e-06,2.78126251086803,0,0,-1.11725635132808e-06,-4.72822887882043e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
52,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.51,20.2056052130983,8.12143871681595e-05,-0.000356147494970809,1.7791261675756,5.6354209487057e-06,2.83738354702464,0,0,-1.0311308148171e-06,-4.36374560830598e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
53,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.52,20.2115109429903,7.23991286930189e-05,-0.000360078056668952,1.83526132423002,5.8987779140774e-06,2.89351974723185,0,0,-9.14704552018916e-07,-3.87102966414405e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
54,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.53,20.217391663336,6.24355273918692e-05,-0.000357912844603068,1.89141257239374,6.14669149071696e-06,2.9496709445783,0,0,-7.80820262233224e-07,-3.304431349771e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
55,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.54,20.2232389016339,5.22682617552944e-05,-0.00035064668004644,1.94757984793483,6.37874455663095e-06,3.00583714341082,0,0,-6.42847245381419e-07,-2.72052954245417e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
56,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.55,20.2290460965186,4.27043387860525e-05,-0.000337997442786848,2.00376310018859,6.59587067480874e-06,3.06201849581468,0,0,-5.12298283008666e-07,-2.16804633369267e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
57,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.56,20.234808887181,3.43041923456485e-05,-0.000319902475769609,2.05996228974801,6.80003093596099e-06,3.11821526777588,0,0,-3.97256532004078e-07,-1.68118964344126e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
58,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.57,20.2405248695957,2.73219717014503e-05,-0.000296085776831223,2.11617738403858,6.99376331253464e-06,3.1744277951787,0,0,-3.01492767164483e-07,-1.27591739064009e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
59,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.58,20.246193420529,2.17200453050109e-05,-0.000268635426021323,2.17240835056739,7.17969713096988e-06,3.2306564302359,0,0,-2.24636538163099e-07,-9.50661829506237e-06,MV-201-20,step_steer_python_20kmh,COMPLETED
60,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.59,20.2518150526044,1.72388393810186e-05,-0.000241551523335131,2.22865514752636,7.36008378866005e-06,3.28690147985218,0,0,-1.63140097768716e-07,-6.90408893757206e-06,MV-201-20,step_steer_python_20kmh,COMPLETED
61,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.6,20.257391719026,1.34826534517139e-05,-0.000216230806459596,2.28491771351655,7.53648042609606e-06,3.34316314246587,0,0,-1.11478985048388e-07,-4.7177906472478e-06,MV-201-20,step_steer_python_20kmh,COMPLETED
62,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.61,20.2629269795913,9.98281695751819e-06,-0.000191742852939793,2.34119596045526,7.70969269721238e-06,3.39944145560017,0,0,-6.30388193647916e-08,-2.66780283551798e-06,MV-201-20,step_steer_python_20kmh,COMPLETED
63,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.62,20.2684249674403,6.31609579484476e-06,-0.000173480817528629,2.39748976963376,7.87974767048723e-06,3.45573626395086,0,0,-1.17994002100224e-08,-4.99350616888147e-07,MV-201-20,step_steer_python_20kmh,COMPLETED
64,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.63,20.2738902524781,2.23369229170938e-06,-0.000163998456203128,2.45379899222017,8.04588384441506e-06,3.51204721821842,0,0,4.58157614256743e-08,1.93892302353454e-06,MV-201-20,step_steer_python_20kmh,COMPLETED
65,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.64,20.2793279158877,-2.36389685450832e-06,-0.000155708433281335,2.51012345850949,8.20697079925638e-06,3.56837381383382,0,0,1.11278260764123e-07,4.7092959955377e-06,MV-201-20,step_steer_python_20kmh,COMPLETED
66,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.65,20.2847424576381,-7.4760280100729e-06,-0.000138060725424966,2.56646299293509,8.36199298642218e-06,3.62471546438785,0,0,1.8463976438863e-07,7.81395482892681e-06,MV-201-20,step_steer_python_20kmh,COMPLETED
67,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.66,20.2901372746715,-1.29823327545715e-05,-0.00011159607357555,2.62281743134543,8.51028159397752e-06,3.68107159648788,0,0,2.64240296299595e-07,1.11826493393988e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
68,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.67,20.2955137464087,-1.85622025514432e-05,-8.48754017957238e-05,2.67918663784101,8.6514862860564e-06,3.73744174766623,0,0,3.45543058371434e-07,1.46233822302791e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
69,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.68,20.3008699522691,-2.37512791109996e-05,-6.09174009914598e-05,2.73557051416561,8.78566534135226e-06,3.79382564211475,0,0,4.21918349753495e-07,1.78555845615679e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
70,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.69,20.3062005908855,-2.80850525894921e-05,-3.66374708022341e-05,2.79196899928332,8.91352926083808e-06,3.85022322609686,0,0,4.86679440255456e-07,2.05962739116109e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
71,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.7,20.311498155795,-3.12015477719188e-05,-1.01101028044735e-05,2.84838206042619,9.03651208075061e-06,3.9066346553262,0,0,5.34550537805447e-07,2.26221787599265e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
72,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.71,20.3167546273735,-3.28786284047414e-05,1.7594039638036e-05,2.90480967827831,9.15659181702235e-06,3.96306023734724,0,0,5.62212199471734e-07,2.37928202816438e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
73,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.72,20.3219633507015,-3.30514352661039e-05,4.38896683607676e-05,2.96125182967175,9.27602121348447e-06,4.01950034215677,0,0,5.68567144961998e-07,2.40617615747918e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
74,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.73,20.3271206459616,-3.18162851837092e-05,6.60164816907633e-05,3.01770847212653,9.39704735153719e-06,4.07595530236542,0,0,5.54814578243702e-07,2.34797529512735e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
75,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.74,20.332226667452,-2.94166796319128e-05,8.21105497316623e-05,3.07417953380109,9.52163989886801e-06,4.13242532614597,0,0,5.24269211208772e-07,2.21870730183552e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
76,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.75,20.337285322273,-2.62110173064409e-05,9.18771975057365e-05,3.13066491086466,9.65126602150922e-06,4.18891044230629,0,0,4.81917077259081e-07,2.03947307096043e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
77,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.76,20.3423033222921,-2.26234346845383e-05,9.64490998030902e-05,3.1871644724518,9.78674664158812e-06,4.24541048829085,0,0,4.33726330573852e-07,1.83552983098854e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
78,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.77,20.3472886205458,-1.90814230842548e-05,9.7586381811661e-05,3.24367807149903,9.92820864627889e-06,4.30192514096131,0,0,3.85763196246139e-07,1.63254984651366e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
79,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.78,20.3522486081113,-1.59499493407679e-05,9.68938854757847e-05,3.30020555834872,1.00751356426634e-05,4.35845397961508,0,0,3.432505662984e-07,1.45263639657483e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
80,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.79,20.3571885101643,-1.34765241583752e-05,9.549213036026e-05,3.35674679350027,1.02265129393163e-05,4.414996563718,0,0,3.09775318457102e-07,1.31096914771045e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
81,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.8,20.3621103769907,-1.17595688023189e-05,9.40382940349621e-05,3.41330165645741,1.03810481005463e-05,4.47155250596856,0,0,2.8682221425998e-07,1.21383161074824e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
82,2026年09月25日_14时38分21秒_第003次,2026-09-25T14:38:21+08:00,2026-09-25T06:38:21Z,0.81,20.3670129019679,-1.07452772857919e-05,9.28254764634032e-05,3.46987004901424,1.05374290487443e-05,4.52812152464166,0,0,2.73711426842985e-07,1.15834675839951e-05,MV-201-20,step_steer_python_20kmh,COMPLETED
