sample_index,run_number,timestamp_local_iso8601,sim_time_s,state_vehicle_speed_kmh,state_beta_trucksim_deg,state_yaw_rate_trucksim_degps,state_x_m,state_y_m,state_xt_m,state_yt_m,cmd_delta1_deg,cmd_delta2_deg,cmd_delta3_deg,case_id,case_name
1,2026年09月08日_10时03分21秒_第003次,2026-09-08T10:03:21,0,20,0,0,-1.05819009496492,0,0,0,0,0,-0,MV-201,step_steer_python
2,2026年09月08日_10时03分21秒_第003次,2026-09-08T10:03:21,0.001,20,0,0,-1.05819009496492,0,0,0,0,-1.48732483245334e-09,-6.29435869094253e-08,MV-201,step_steer_python
3,2026年09月08日_10时03分21秒_第003次,2026-09-08T10:03:21,0.002,20,2.11867502306408e-35,-3.99750799651439e-20,-1.05263453940937,0,0.00555555555555555,0,0,-5.58904981676516e-09,-2.36528588245502e-07,MV-201,step_steer_python
4,2026年09月08日_10时03分21秒_第003次,2026-09-08T10:03:21,0.003,19.9999529898727,9.24720257641407e-11,2.06853555927788e-05,-1.04707877935002,-5.19404407734787e-24,0.0111121130342503,0,0,1.28748762832932e-08,5.44864764308967e-07,MV-201,step_steer_python
5,2026年09月08日_10时03分21秒_第003次,2026-09-08T10:03:21,0.004,19.9998635904142,-3.09519518830078e-08,2.47223275699412e-05,-1.04152299343542,-7.54960872495178e-10,0.016668873138447,0,0,3.35042142242938e-08,1.41789834597211e-06,MV-201,step_steer_python
6,2026年09月08日_10时03分21秒_第003次,2026-09-08T10:03:21,0.005,19.9997421429301,-4.88487347359727e-08,1.99890801081025e-05,-1.0359672019468,-1.28597617674815e-09,0.0222257800961219,0,0,5.78684953294529e-08,2.44899472234245e-06,MV-201,step_steer_python
7,2026年09月08日_10时03分21秒_第003次,2026-09-08T10:03:21,0.006,19.9995948538449,-5.49669513886921e-08,7.16018762430588e-06,-1.03041143173759,-1.61297104016572e-09,0.0277827314805753,0,0,9.80739297779655e-08,4.1504887082035e-06,MV-201,step_steer_python
8,2026年09月08日_10时03分21秒_第003次,2026-09-08T10:03:21,0.007,19.9994269068737,-4.29685696003333e-08,-1.20894018218746e-05,-1.02485570354852,-1.54554630236495e-09,0.0333396503776084,0,0,1.55885338046108e-07,6.59706750611131e-06,MV-201,step_steer_python
9,2026年09月08日_10时03分21秒_第003次,2026-09-08T10:03:21,0.008,19.9992423491919,-1.10786922186359e-08,-3.5123751926556e-05,-1.01930003248814,-9.89377898635701e-10,0.0388964824185829,0,0,2.23221775943458e-07,9.44674555792715e-06,MV-201,step_steer_python
10,2026年09月08日_10时03分21秒_第003次,2026-09-08T10:03:21,0.009,19.9990442988807,3.91986386687435e-08,-5.93970341278818e-05,-1.01374442926318,8.5920202747458e-11,0.0444531910344121,0,0,2.87206393173201e-07,1.21545745590899e-05,MV-201,step_steer_python
11,2026年09月08日_10时03分21秒_第003次,2026-09-08T10:03:21,0.01,19.9988351579621,1.04038986627149e-07,-8.27101390199632e-05,-1.00818890099212,1.66216751323968e-09,0.0500097543571127,0,0,3.34784619642267e-07,1.41680851032607e-05,MV-201,step_steer_python
12,2026年09月08日_10时03分21秒_第003次,2026-09-08T10:03:21,0.011,19.998616786299,1.78051149129051e-07,-0.00010332775892328,-1.00263345194829,3.68036954210893e-09,0.055566162233975,0,0,3.56967634260233e-07,1.51068702818931e-05,MV-201,step_steer_python
13,2026年09月08日_10时03分21秒_第003次,2026-09-08T10:03:21,0.012,19.9983906375718,2.55059060629083e-07,-0.000120063122857901,-0.997078084201186,6.05532739817851e-09,0.0611224135751513,0,0,3.52039276167374e-07,1.48983021674033e-05,MV-201,step_steer_python
14,2026年09月08日_10时03分21秒_第003次,2026-09-08T10:03:21,0.013,19.9981578621726,3.28791783137513e-07,-0.000132259122286205,-0.991522798163778,8.68752090273261e-09,0.066678514037006,0,0,3.26753121183765e-07,1.3828192088497e-05,MV-201,step_steer_python
15,2026年09月08日_10时03分21秒_第003次,2026-09-08T10:03:21,0.014,19.9979193843986,3.93426899645413e-07,-0.000139729654789209,-0.985967593053372,1.14738512096066e-08,0.0722344740368093,0,0,2.95195649597233e-07,1.24926798909549e-05,MV-201,step_steer_python
16,2026年09月08日_10时03分21秒_第003次,2026-09-08T10:03:21,0.015,19.997675960561,4.43980252990475e-07,-0.000142674107063686,-0.980412467273458,1.43161205323578e-08,0.077790307085927,0,0,2.7585761204095e-07,1.1674294141573e-05,MV-201,step_steer_python
