sample_index,run_number,timestamp_local_iso8601,sim_time_s,state_vehicle_speed_kmh,state_beta_trucksim_deg,state_yaw_rate_trucksim_degps,state_x_m,state_y_m,state_xt_m,state_yt_m,cmd_delta1_deg,cmd_delta2_deg,cmd_delta3_deg,case_id,case_name
1,2026年09月08日_09时36分04秒_第004次,2026-09-08T09:36:04,0,40,0,0,-1.05819009496492,0,0,0,0,0,0,MV-201,step_steer_python
2,2026年09月08日_09时36分04秒_第004次,2026-09-08T09:36:04,0.001,40,0,0,-1.05819009496492,0,0,0,0,-3.12784156785609e-10,-1.3237025515167e-08,MV-201,step_steer_python
3,2026年09月08日_09时36分04秒_第004次,2026-09-08T09:36:04,0.002,40,5.29668755766019e-36,4.97887843964803e-20,-1.04707898385381,0,0.0111111111111111,0,0,-9.34317728415906e-09,-3.95403262665612e-07,MV-201,step_steer_python
4,2026年09月08日_09时36分04秒_第004次,2026-09-08T09:36:04,0.003,39.9999381705798,3.93668489340548e-11,1.76122003898037e-05,-1.03596766823891,-7.87965761303239e-24,0.0222232241453614,0,0,-3.01694787986799e-09,-1.27677234276013e-07,MV-201,step_steer_python
5,2026年09月08日_09时36分04秒_第004次,2026-09-08T09:36:04,0.004,39.9998532496361,-2.63796010605729e-08,2.32788183600082e-05,-1.02485633299664,-6.42798820217347e-10,0.0333355333698554,0,0,6.73759092131244e-09,2.85134847789942e-07,MV-201,step_steer_python
6,2026年09月08日_09时36分04秒_第004次,2026-09-08T09:36:04,0.005,39.9997469298524,-4.87224696292891e-08,2.19739484019581e-05,-1.01374498821505,-1.17330702478737e-09,0.044447993573125,0,0,9.462275969574e-09,4.00443519032372e-07,MV-201,step_steer_python
7,2026年09月08日_09时36分04秒_第004次,2026-09-08T09:36:04,0.006,39.9996233829017,-6.47273987360175e-08,1.39451694827342e-05,-1.00263365898442,-1.58289783655086e-09,0.0555605041157491,0,0,7.55602426971571e-09,3.19770947094369e-07,MV-201,step_steer_python
8,2026年09月08日_09时36分04秒_第004次,2026-09-08T09:36:04,0.007,39.999485813831,-6.82710920972936e-08,1.9013872588171e-07,-0.991522363924688,-1.71317503803439e-09,0.0666729902454697,0,0,4.64936459605612e-09,1.96761109705095e-07,MV-201,step_steer_python
9,2026年09月08日_09时36分04秒_第004次,2026-09-08T09:36:04,0.008,39.9993367200379,-5.55474260759153e-08,-1.73784646664981e-05,-0.980411116571147,-1.47222868554353e-09,0.0777853991854757,0,0,2.75690879788091e-09,1.1667238032632e-07,MV-201,step_steer_python
10,2026年09月08日_09时36分04秒_第004次,2026-09-08T09:36:04,0.009,39.9991780284182,-2.52585074856131e-08,-3.6762821705746e-05,-0.969299926431254,-8.20101704750595e-10,0.0888976955727944,0,0,2.81196268028957e-09,1.19002260629855e-07,MV-201,step_steer_python
