step_id,sim_time_s,Vx_kmh,beta_deg,w_degps,delta1_deg,delta2_deg,delta3_deg,fb_deg,beta_int_deg,status
1,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,-0.000000,-0.000000,0.000000,OK
2,0.010000,39.999326,0.000003,-0.000214,0.000000,-0.000000,-0.000002,-0.000002,0.000000,OK
3,0.020000,39.997882,0.000001,0.000169,0.000000,-0.000000,-0.000000,-0.000000,0.000000,OK
4,0.030000,39.995930,-0.000002,0.000201,0.000000,0.000000,0.000001,0.000001,0.000000,OK
5,0.040000,39.993601,-0.000002,0.000167,0.000000,0.000000,0.000001,0.000001,-0.000000,OK
6,0.050000,39.991081,-0.000002,0.000130,0.000000,0.000000,0.000001,0.000001,-0.000000,OK
7,0.060000,39.988468,-0.000001,0.000111,0.000000,0.000000,0.000000,0.000000,-0.000000,OK
8,0.070000,39.985791,0.000001,0.000104,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,OK
9,0.080000,39.983033,0.000001,0.000102,0.000000,-0.000000,-0.000001,-0.000001,-0.000000,OK
10,0.090000,39.980159,0.000001,0.000101,0.000000,-0.000000,-0.000000,-0.000000,-0.000000,OK
11,0.100000,39.977120,-0.000000,0.000098,0.000000,0.000000,0.000000,0.000000,-0.000000,OK
12,0.110000,39.973871,-0.000002,0.000091,0.000000,0.000000,0.000001,0.000001,-0.000000,OK
13,0.120000,39.970376,-0.000004,0.000080,0.000000,0.000000,0.000002,0.000002,-0.000000,OK
14,0.130000,39.966608,-0.000006,0.000064,0.000000,0.000000,0.000003,0.000003,-0.000000,OK
15,0.140000,39.962551,-0.000007,0.000043,0.000000,0.000000,0.000004,0.000004,-0.000000,OK
16,0.150000,39.958202,-0.000007,0.000020,0.000000,0.000000,0.000005,0.000005,-0.000000,OK
17,0.160000,39.953563,-0.000007,-0.000006,0.000000,0.000000,0.000005,0.000005,-0.000000,OK
18,0.170000,39.948650,-0.000006,-0.000033,0.000000,0.000000,0.000004,0.000004,-0.000000,OK
19,0.180000,39.943484,-0.000004,-0.000060,0.000000,0.000000,0.000003,0.000003,-0.000000,OK
20,0.190000,39.938096,-0.000002,-0.000088,0.000000,0.000000,0.000001,0.000001,-0.000000,OK
21,0.200000,39.932516,0.000001,-0.000115,0.000000,-0.000000,-0.000001,-0.000001,-0.000000,OK
22,0.210000,39.926773,0.000005,-0.000141,0.000000,-0.000000,-0.000003,-0.000003,-0.000000,OK
23,0.220000,39.920886,0.000009,-0.000165,0.000000,-0.000000,-0.000005,-0.000005,-0.000000,OK
24,0.230000,39.914859,0.000012,-0.000184,0.000000,-0.000000,-0.000007,-0.000007,-0.000000,OK
25,0.240000,39.908685,0.000015,-0.000198,0.000000,-0.000000,-0.000009,-0.000009,-0.000000,OK
26,0.250000,39.902339,0.000018,-0.000208,0.000000,-0.000000,-0.000011,-0.000011,0.000000,OK
27,0.260000,39.895793,0.000020,-0.000215,0.000000,-0.000000,-0.000012,-0.000012,0.000000,OK
28,0.270000,39.889012,0.000023,-0.000219,0.000000,-0.000000,-0.000014,-0.000014,0.000001,OK
29,0.280000,39.881970,0.000024,-0.000224,0.000000,-0.000000,-0.000015,-0.000015,0.000001,OK
30,0.290000,39.874652,0.000026,-0.000230,0.000000,-0.000000,-0.000016,-0.000016,0.000001,OK
31,0.300000,39.867058,0.000027,-0.000239,0.000000,-0.000000,-0.000017,-0.000017,0.000001,OK
32,0.310000,39.859208,0.000028,-0.000252,0.000000,-0.000000,-0.000018,-0.000018,0.000002,OK
33,0.320000,39.851134,0.000029,-0.000268,0.000000,-0.000000,-0.000018,-0.000018,0.000002,OK
34,0.330000,39.842878,0.000030,-0.000286,0.000000,-0.000000,-0.000019,-0.000019,0.000002,OK
35,0.340000,39.834481,0.000031,-0.000304,0.000000,-0.000000,-0.000020,-0.000020,0.000003,OK
36,0.350000,39.825978,0.000032,-0.000319,0.000000,-0.000000,-0.000020,-0.000020,0.000003,OK
37,0.360000,39.817392,0.000032,-0.000330,0.000000,-0.000000,-0.000021,-0.000021,0.000003,OK
38,0.370000,39.808731,0.000033,-0.000336,0.000000,-0.000001,-0.000022,-0.000022,0.000003,OK
39,0.380000,39.799992,0.000033,-0.000335,0.000000,-0.000001,-0.000022,-0.000022,0.000004,OK
40,0.390000,39.791161,0.000034,-0.000330,0.000000,-0.000001,-0.000022,-0.000022,0.000004,OK
41,0.400000,39.782222,0.000034,-0.000321,0.000000,-0.000001,-0.000023,-0.000023,0.000005,OK
42,0.410000,39.773161,0.000035,-0.000311,0.000000,-0.000001,-0.000023,-0.000023,0.000005,OK
43,0.420000,39.763968,0.000035,-0.000302,0.000000,-0.000001,-0.000024,-0.000024,0.000005,OK
44,0.430000,39.754643,0.000035,-0.000294,0.000000,-0.000001,-0.000024,-0.000024,0.000006,OK
45,0.440000,39.745190,0.000035,-0.000288,0.000000,-0.000001,-0.000024,-0.000024,0.000006,OK
46,0.450000,39.735623,0.000035,-0.000285,0.000000,-0.000001,-0.000024,-0.000024,0.000006,OK
47,0.460000,39.725954,0.000034,-0.000285,0.000000,-0.000001,-0.000024,-0.000024,0.000007,OK
48,0.470000,39.716202,0.000033,-0.000287,0.000000,-0.000001,-0.000024,-0.000024,0.000007,OK
49,0.480000,39.706383,0.000032,-0.000290,0.000000,-0.000001,-0.000023,-0.000023,0.000007,OK
50,0.490000,39.696514,0.000031,-0.000293,0.000000,-0.000001,-0.000023,-0.000023,0.000008,OK
51,0.500000,39.686610,0.000030,-0.000295,0.000000,-0.000001,-0.000022,-0.000022,0.000008,OK
52,0.510000,39.676684,0.000029,-0.000296,0.000000,-0.000001,-0.000021,-0.000021,0.000008,OK
53,0.520000,39.666748,0.000027,-0.000294,0.000000,-0.000000,-0.000021,-0.000021,0.000008,OK
54,0.530000,39.656808,0.000026,-0.000289,0.000000,-0.000000,-0.000020,-0.000020,0.000009,OK
