sample_index,run_number,timestamp_local_iso8601,sim_time_s,state_vehicle_speed_kmh,state_beta_trucksim_deg,state_yaw_rate_trucksim_degps,state_x_m,state_y_m,state_xt_m,state_yt_m,cmd_delta1_deg,cmd_delta2_deg,cmd_delta3_deg,case_id,case_name
1,2026年09月08日_20时58分53秒_第002次,2026-09-08T20:58:53,0,40,0,0,-1.05819009496492,0,0,0,0,0,0,MV-202,sine_steer_python
2,2026年09月08日_20时58分53秒_第002次,2026-09-08T20:58:53,0.001,40,0,0,-1.05819009496492,0,0,0,0,-1.30333385993099e-08,-5.51570889522796e-07,MV-202,sine_steer_python
3,2026年09月08日_20时58分53秒_第002次,2026-09-08T20:58:53,0.002,40,0,4.97887843964803e-20,-1.04707898385381,0,0.0111111111111111,0,0,-2.82792782976237e-08,-1.19677905755544e-06,MV-202,sine_steer_python
4,2026年09月08日_20时58分53秒_第002次,2026-09-08T20:58:53,0.003,39.9999318849472,-6.74578419361918e-11,-3.01797292768413e-05,-1.03596766823891,-7.87965761303241e-24,0.0222232241453614,0,0,-1.32181151766581e-08,-5.59390634276172e-07,MV-202,sine_steer_python
5,2026年09月08日_20时58分53秒_第002次,2026-09-08T20:58:53,0.004,39.9998396000823,4.51231453732208e-08,-6.76994565976659e-05,-1.02485633552561,1.1014804481712e-09,0.0333355311920039,0,0,8.6311146443257e-09,3.65268771747863e-07,MV-202,sine_steer_python
6,2026年09月08日_20时58分53秒_第002次,2026-09-08T20:58:53,0.005,39.999724535062,1.25041305013273e-07,-0.000108266655701927,-1.01374499541354,3.03203551523683e-09,0.0444479872902022,0,0,2.17723299724516e-08,9.21405004434152e-07,MV-202,sine_steer_python
7,2026年09月08日_20时58分53秒_第002次,2026-09-08T20:58:53,0.006,39.9995913341138,2.38402466543539e-07,-0.000148828197878681,-1.00263367342178,5.82156658233176e-09,0.0555604913601973,0,0,2.46968780994432e-08,1.04517188116844e-06,MV-202,sine_steer_python
8,2026年09月08日_20时58分53秒_第002次,2026-09-08T20:58:53,0.007,39.999443428836,3.80728414471896e-07,-0.000186524987152839,-0.991522388369914,9.39661913792861e-09,0.0666729683998693,0,0,2.05301193795735e-08,8.68834652143549e-07,MV-202,sine_steer_python
9,2026年09月08日_20时58分53秒_第002次,2026-09-08T20:58:53,0.008,39.9992834632324,5.45407606873957e-07,-0.000219417836881412,-0.980411153966317,1.36410363367163e-08,0.0777853654007394,0,0,1.36111029852222e-08,5.76021878334606e-07,MV-202,sine_steer_python
10,2026年09月08日_20时58分53秒_第002次,2026-09-08T20:58:53,0.009,39.9991134521208,7.24956029802528e-07,-0.000246325540209924,-0.969299979862487,1.84180900205195e-08,0.0888976467948837,0,0,8.50076644141708e-09,3.59752435800771e-07,MV-202,sine_steer_python
11,2026年09月08日_20时58分53秒_第002次,2026-09-08T20:58:53,0.01,39.9989349027685,9.11687420698836e-07,-0.000266638040324064,-0.958188872387844,2.35800251475391e-08,0.100009791444028,0,0,9.18884840834285e-09,3.88872064641069e-07,MV-202,sine_steer_python
12,2026年09月08日_20时58分53秒_第002次,2026-09-08T20:58:53,0.011,39.9987489248913,1.09818612733476e-06,-0.000280226126357468,-0.947077835246136,2.89798068253608e-08,0.111121789706032,0,0,1.84055666209757e-08,7.78923579399692e-07,MV-202,sine_steer_python
13,2026年09月08日_20时58分53秒_第002次,2026-09-08T20:58:53,0.012,39.9985563236878,1.2776853493832e-06,-0.000287319788115743,-0.935966870124687,3.44780714150067e-08,0.122233640817686,0,0,3.71972724756333e-08,1.5741885711688e-06,MV-202,sine_steer_python
14,2026年09月08日_20时58分53秒_第002次,2026-09-08T20:58:53,0.013,39.9983576775336,1.44430032731283e-06,-0.000288408888227726,-0.924855977219063,3.99483823989899e-08,0.133345350602066,0,0,6.48321931051685e-08,2.74369841221073e-06,MV-202,sine_steer_python
15,2026年09月08日_20时58分53秒_第002次,2026-09-08T20:58:53,0.014,39.9981534016644,1.59316223335907e-06,-0.000284156360984306,-0.913745155676146,4.52804024895201e-08,0.144456929501199,0,0,9.90200960299606e-08,4.19053046398793e-06,MV-202,sine_steer_python
16,2026年09月08日_20时58分53秒_第002次,2026-09-08T20:58:53,0.015,39.9979437993114,1.72046998045188e-06,-0.000275325790197264,-0.902634403960515,5.03815253731351e-08,0.155568390924172,0,0,1.36359581360472e-07,5.7707374831752e-06,MV-202,sine_steer_python
17,2026年09月08日_20时58分53秒_第002次,2026-09-08T20:58:53,0.016,39.9977291018144,1.82347897020039e-06,-0.000262723212990924,-0.891523720150509,5.51772963973977e-08,0.166679749891809,0,0,1.7289746613471e-07,7.31702076682091e-06,MV-202,sine_steer_python
18,2026年09月08日_20时58分53秒_第002次,2026-09-08T20:58:53,0.017,39.9975094992329,1.90044393191644e-06,-0.0002471517918694,-0.880413102171232,5.96109187902974e-08,0.177791021953312,0,0,2.0470569712579e-07,8.66314510236342e-06,MV-202,sine_steer_python
19,2026年09月08日_20时58分53秒_第002次,2026-09-08T20:58:53,0.018,39.997285162915,1.95052990592564e-06,-0.000229378065771155,-0.869302547972105,6.36421082387049e-08,0.188902222346659,0,0,2.28419881027706e-07,9.66672936509252e-06,MV-202,sine_steer_python
